,target_com,depth,target_per,総収益,投資金額,出現数,購買予測数,利益率,購買的中率,的中数,number_i
11179,23.0,6.0,142.0,25910.0,20000.0,71.0,200.0,129.55,7.5,15.0,91.0
11257,23.0,7.0,121.0,74240.0,64300.0,71.0,643.0,115.45878693623641,4.665629860031103,30.0,70.0
11358,23.0,8.0,123.0,74240.0,65500.0,71.0,655.0,113.34351145038168,4.580152671755725,30.0,72.0
11364,23.0,8.0,129.0,60320.0,48800.0,71.0,488.0,123.60655737704916,5.1229508196721305,25.0,78.0
11365,23.0,8.0,130.0,59780.0,47900.0,71.0,479.0,124.8016701461378,5.427974947807933,26.0,79.0
11366,23.0,8.0,131.0,54960.0,45700.0,71.0,457.0,120.26258205689275,5.4704595185995615,25.0,80.0
11473,24.0,4.0,139.0,26250.0,21000.0,55.0,210.0,125.0,6.190476190476191,13.0,88.0
11474,24.0,4.0,140.0,28980.0,21000.0,55.0,210.0,138.0,7.142857142857142,15.0,89.0
11475,24.0,4.0,141.0,21770.0,16900.0,55.0,169.0,128.81656804733728,6.508875739644972,11.0,90.0
11575,24.0,5.0,142.0,32270.0,26000.0,55.0,260.0,124.1153846153846,6.538461538461538,17.0,91.0
